1950	47.0	68.0
1950	51.5	72.5
1950	58.5	75.5
1950	44.5	74.5
1950	29.0	72.5
1950	32.5	69.5
1950	30.0	67.5
1950	29.5	69.0
1950	43.5	72.5
1950	44.5	72.5
1950	30.0	73.5
1950	43.5	76.0
1950	59.0	68.5
1950	44.5	66.5
1950	48.5	70.0
1950	32.0	75.0
1950	38.0	77.0
1950	37.0	75.0
1950	24.0	76.5
1950	26.0	73.0
1950	37.0	68.5
1950	47.0	69.5
1950	54.0	73.0
1950	61.0	73.0
1950	65.5	70.5
1950	49.5	69.5
1950	29.0	70.5
1950	39.0	75.0
1950	47.5	73.5
1950	28.0	75.0
1950	31.0	74.5
1951	35.5	68.5
1951	45.0	69.0
1951	47.5	74.5
1951	37.0	73.5
1951	37.5	65.0
1951	35.5	67.5
1951	21.5	73.0
1951	12.0	75.0
1951	22.0	76.0
1951	35.5	78.5
1951	30.5	77.0
1951	31.5	77.0
1951	35.0	74.0
1951	41.5	78.5
1951	31.5	78.5
1951	31.0	78.0
1951	46.0	79.5
1951	54.5	79.5
1951	57.5	76.0
1951	48.5	69.5
1951	27.5	75.0
1951	25.5	83.5
1951	35.0	80.0
1951	29.0	72.0
1951	19.5	77.0
1951	22.0	81.5
1951	39.0	81.0
1951	28.5	81.5
1951	18.5	78.0
1951	12.5	79.0
1951	17.5	79.5
1952	52.0	80.0
1952	35.0	80.5
1952	32.0	78.5
1952	33.5	78.0
1952	32.0	76.5
1952	29.5	78.0
1952	28.0	80.5
1952	38.0	74.0
1952	36.5	65.5
1952	28.0	68.0
1952	29.0	73.5
1952	39.5	78.0
1952	51.5	79.5
1952	59.0	80.0
1952	50.5	77.0
1952	45.0	78.0
1952	51.5	79.0
1952	37.5	82.0
1952	46.5	82.0
1952	40.0	82.5
1952	31.0	84.0
1952	37.5	85.0
1952	22.5	82.0
1952	23.0	72.0
1952	39.5	74.5
1952	56.5	80.0
1952	44.0	84.5
1952	27.0	86.0
1952	13.5	76.0
1952	14.0	75.5
1952	33.0	72.5
1953	33.5	82.0
1953	35.5	82.0
1953	31.5	78.0
1953	22.0	76.5
1953	23.0	76.5
1953	17.5	76.0
1953	28.5	72.0
1953	39.5	74.0
1953	35.5	66.0
1953	36.0	66.5
1953	31.5	67.5
1953	30.0	70.0
1953	45.0	73.0
1953	47.5	73.0
1953	56.5	78.0
1953	41.5	79.0
1953	43.0	74.0
1953	39.0	74.0
1953	43.0	76.5
1953	43.5	81.0
1953	37.5	81.5
1953	37.5	75.5
1953	42.0	75.5
1953	39.5	71.5
1953	27.5	72.5
1953	30.5	73.0
1953	44.0	76.5
1953	30.0	82.5
1953	30.5	82.5
1953	40.0	83.0
1953	47.0	85.5
1954	43.0	79.5
1954	44.5	80.0
1954	40.5	79.5
1954	37.0	77.0
1954	33.5	74.5
1954	32.0	72.5
1954	36.0	77.0
1954	41.5	69.5
1954	41.0	68.5
1954	24.5	71.0
1954	23.5	75.5
1954	13.0	81.0
1954	13.0	85.5
1954	27.5	87.5
1954	36.5	76.5
1954	29.0	72.0
1954	18.5	75.0
1954	29.5	82.5
1954	44.0	84.5
1954	54.5	84.0
1954	38.0	75.5
1954	23.5	74.5
1954	26.5	72.0
1954	38.0	72.0
1954	45.5	73.0
1954	53.0	74.5
1954	41.5	75.0
1954	29.0	81.5
1954	37.0	81.0
1954	33.5	85.0
1954	31.0	84.5
1955	42.5	76.5
1955	43.0	79.0
1955	46.0	80.5
1955	51.5	80.0
1955	55.5	80.0
1955	44.5	79.5
1955	32.0	77.5
1955	35.5	76.5
1955	39.0	79.0
1955	33.0	78.0
1955	31.5	78.0
1955	26.5	77.0
1955	25.5	78.0
1955	26.5	79.5
1955	30.0	75.5
1955	29.5	77.5
